t,I,V,gt
38573.000000,80.009900,74.575800,0.130236
38603.000000,80.016100,74.583300,0.131277
38633.000000,80.009900,74.583300,0.132319
38663.000000,80.022300,74.583300,0.133361
38693.000000,80.016100,74.590700,0.134403
38723.000000,80.009900,74.598200,0.135445
38753.000000,80.009900,74.598200,0.136487
38783.000000,80.009900,74.598200,0.137528
38813.000000,80.016100,74.605600,0.138570
38843.000000,80.009900,74.605600,0.139612
38873.000000,80.022300,74.613000,0.140654
38903.000000,80.016100,74.613000,0.141696
38933.000000,80.009900,74.613000,0.142738
38963.000000,80.022300,74.620500,0.143780
38993.000000,80.016100,74.620500,0.144822
39023.000000,80.003700,74.627900,0.145863
39053.000000,80.022300,74.635400,0.146905
39083.000000,80.016100,74.635400,0.147947
39113.000000,80.016100,74.642800,0.148989
39143.000000,80.022300,74.642800,0.150031
39173.000000,80.022300,74.642800,0.151073
39203.000000,80.016100,74.642800,0.152115
39233.000000,80.009900,74.650200,0.153157
39263.000000,80.016100,74.650200,0.154198
39293.000000,80.016100,74.657700,0.155240
39323.000000,80.016100,74.657700,0.156282
39353.000000,80.016100,74.657700,0.157324
39383.000000,80.016100,74.665100,0.158366
39413.000000,80.022300,74.665100,0.159408
39443.000000,80.016100,74.665100,0.160450
39473.000000,80.022300,74.672600,0.161492
39503.000000,80.016100,74.672600,0.162534
39533.000000,80.022300,74.672600,0.163576
39563.000000,80.016100,74.680000,0.164617
39593.000000,80.016100,74.680000,0.165659
39623.000000,80.016100,74.687500,0.166701
39653.000000,80.009900,74.687500,0.167743
39683.000000,80.016100,74.687500,0.168785
39713.000000,80.016100,74.694900,0.169827
39743.000000,80.009900,74.687500,0.170869
39773.000000,80.016100,74.694900,0.171910
39803.000000,80.016100,74.702300,0.172952
39833.000000,80.016100,74.702300,0.173994
39863.000000,80.022300,74.702300,0.175036
39893.000000,80.016100,74.702300,0.176078
39923.000000,80.016100,74.709800,0.177120
39953.000000,80.009900,74.709800,0.178162
39983.000000,80.003700,74.717200,0.179203
40013.000000,80.016100,74.717200,0.180245
40043.000000,80.016100,74.717200,0.181287
40073.000000,80.022300,74.717200,0.182329
40103.000000,80.016100,74.724700,0.183371
40133.000000,80.016100,74.724700,0.184413
40163.000000,80.009900,74.732100,0.185455
40193.000000,80.016100,74.732100,0.186497
40223.000000,80.009900,74.732100,0.187538
40253.000000,80.016100,74.732100,0.188580
40283.000000,80.009900,74.739500,0.189622
40313.000000,80.022300,74.747000,0.190664
40343.000000,80.016100,74.739500,0.191706
40373.000000,80.022300,74.747000,0.192748
40403.000000,80.016100,74.747000,0.193790
40433.000000,80.009900,74.754400,0.194831
40463.000000,80.009900,74.754400,0.195873
40493.000000,80.016100,74.754400,0.196915
40523.000000,80.009900,74.761900,0.197957
40553.000000,80.016100,74.769300,0.198999
40583.000000,80.009900,74.769300,0.200041
40613.000000,80.009900,74.769300,0.201082
40643.000000,80.022300,74.769300,0.202124
40673.000000,80.016100,74.776700,0.203166
40703.000000,80.016100,74.784200,0.204208
40733.000000,80.016100,74.784200,0.205250
40763.000000,80.016100,74.784200,0.206292
40793.000000,80.016100,74.791600,0.207334
40823.000000,80.009900,74.799100,0.208376
40853.000000,80.009900,74.791600,0.209417
40883.000000,80.022300,74.806500,0.210459
40913.000000,80.016100,74.806500,0.211501
40943.000000,80.016100,74.806500,0.212543
40973.000000,80.022300,74.806500,0.213585
41003.000000,80.016100,74.813900,0.214627
41033.000000,80.022300,74.806500,0.215669
41063.000000,80.016100,74.813900,0.216711
41093.000000,80.022300,74.821400,0.217753
41123.000000,80.022300,74.828800,0.218795
41153.000000,80.009900,74.828800,0.219836
41183.000000,80.016100,74.828800,0.220878
41213.000000,80.022300,74.828800,0.221920
41243.000000,80.022300,74.828800,0.222962
41273.000000,80.009900,74.836300,0.224004
41303.000000,80.009900,74.836300,0.225046
41333.000000,80.016100,74.843700,0.226088
41363.000000,80.009900,74.843700,0.227129
41393.000000,80.016100,74.843700,0.228171
41423.000000,80.022300,74.851100,0.229213
41453.000000,80.016100,74.851100,0.230255
41483.000000,80.016100,74.866000,0.231297
41513.000000,80.022300,74.858600,0.232339
41543.000000,80.016100,74.858600,0.233381
41573.000000,80.009900,74.866000,0.234423
41603.000000,80.022300,74.866000,0.235465
41633.000000,80.016100,74.873500,0.236506
41663.000000,80.016100,74.873500,0.237548
41693.000000,80.016100,74.873500,0.238590
41723.000000,80.022300,74.888300,0.239632
41753.000000,80.009900,74.880900,0.240674
41783.000000,80.016100,74.888300,0.241716
41813.000000,80.016100,74.895800,0.242758
41843.000000,80.022300,74.895800,0.243800
41873.000000,80.016100,74.895800,0.244842
41903.000000,80.016100,74.895800,0.245883
41933.000000,80.016100,74.903200,0.246925
41963.000000,80.022300,74.903200,0.247967
41993.000000,80.016100,74.910700,0.249009
42023.000000,80.016100,74.910700,0.250051
42023.000000,0.000000,71.391300,0.250051
42053.000000,0.000000,71.123500,0.250051
42083.000000,0.000000,71.056500,0.250051
42083.000000,-80.009900,68.586300,0.250051
42113.000000,-79.997500,67.299100,0.248877
42143.000000,-80.003700,67.098200,0.247703
42173.000000,-80.003700,66.964200,0.246529
42203.000000,-79.997500,66.889800,0.245355
42233.000000,-80.003700,66.845200,0.244181
42263.000000,-79.997500,66.815400,0.243008
42293.000000,-80.003700,66.793100,0.241834
42323.000000,-80.003700,66.770800,0.240660
42353.000000,-80.003700,66.755900,0.239486
42383.000000,-80.003700,66.733600,0.238312
42413.000000,-79.997500,66.718700,0.237138
42443.000000,-80.009900,66.696400,0.235964
42473.000000,-79.997500,66.681500,0.234790
42503.000000,-80.003700,66.659200,0.233616
42533.000000,-80.009900,66.636900,0.232442
42563.000000,-80.003700,66.622000,0.231268
42593.000000,-80.009900,66.599700,0.230094
42623.000000,-79.997500,66.584800,0.228920
42653.000000,-79.997500,66.562500,0.227746
42683.000000,-80.003700,66.547600,0.226572
42713.000000,-80.003700,66.532700,0.225398
42743.000000,-80.003700,66.510400,0.224224
42773.000000,-80.009900,66.495500,0.223050
42803.000000,-80.003700,66.473200,0.221876
42833.000000,-80.003700,66.458300,0.220702
42863.000000,-80.003700,66.443400,0.219528
42893.000000,-79.997500,66.421100,0.218355
42923.000000,-80.003700,66.406200,0.217181
42953.000000,-80.009900,66.391300,0.216006
42983.000000,-80.003700,66.369000,0.214833
43013.000000,-80.009900,66.346700,0.213658
43043.000000,-80.009900,66.331800,0.212484
43073.000000,-80.003700,66.316900,0.211310
43103.000000,-79.997500,66.294600,0.210137
43133.000000,-80.003700,66.279700,0.208963
43163.000000,-80.009900,66.257400,0.207789
43193.000000,-79.997500,66.242500,0.206615
43223.000000,-80.009900,66.227600,0.205441
43253.000000,-80.003700,66.212700,0.204267
43283.000000,-80.003700,66.190400,0.203093
43313.000000,-80.003700,66.175500,0.201919
43343.000000,-79.997500,66.160700,0.200745
43373.000000,-80.003700,66.138300,0.199571
43403.000000,-79.997500,66.123500,0.198397
43433.000000,-80.009900,66.108600,0.197223
43463.000000,-80.009900,66.086300,0.196049
43493.000000,-79.997500,66.071400,0.194875
43523.000000,-80.003700,66.056500,0.193701
43553.000000,-79.997500,66.034200,0.192527
43583.000000,-80.003700,66.026700,0.191353
43613.000000,-80.009900,65.997000,0.190179
43643.000000,-80.003700,65.982100,0.189005
43673.000000,-80.003700,65.959800,0.187831
43703.000000,-80.003700,65.944900,0.186657
43733.000000,-80.003700,65.930000,0.185483
43763.000000,-80.003700,65.907700,0.184310
43793.000000,-80.003700,65.892800,0.183136
43823.000000,-80.003700,65.870500,0.181962
43853.000000,-80.009900,65.855600,0.180788
43883.000000,-80.003700,65.840700,0.179614
43913.000000,-79.997500,65.825800,0.178440
43943.000000,-80.003700,65.811000,0.177266
43973.000000,-79.997500,65.788600,0.176092
44003.000000,-80.009900,65.773800,0.174918
44033.000000,-80.003700,65.751400,0.173744
44063.000000,-80.003700,65.736600,0.172570
44093.000000,-80.009900,65.721700,0.171396
44123.000000,-79.997500,65.706800,0.170222
44153.000000,-80.003700,65.684500,0.169048
44183.000000,-80.003700,65.662200,0.167874
44213.000000,-79.997500,65.647300,0.166700
44243.000000,-80.003700,65.632400,0.165526
44273.000000,-80.003700,65.617500,0.164352
44303.000000,-80.003700,65.595200,0.163178
44333.000000,-80.003700,65.580300,0.162004
44363.000000,-80.009900,65.558000,0.160830
44393.000000,-80.003700,65.543100,0.159656
44423.000000,-80.003700,65.528200,0.158482
44453.000000,-80.003700,65.513300,0.157308
44483.000000,-80.003700,65.491000,0.156134
44513.000000,-79.997500,65.476100,0.154961
44543.000000,-80.003700,65.461300,0.153787
44573.000000,-79.997500,65.438900,0.152613
44603.000000,-80.003700,65.416600,0.151439
44633.000000,-80.003700,65.409200,0.150265
44663.000000,-80.009900,65.386900,0.149091
44693.000000,-79.997500,65.364500,0.147917
44723.000000,-80.003700,65.357100,0.146743
44753.000000,-80.003700,65.334800,0.145569
44783.000000,-80.009900,65.312500,0.144395
44813.000000,-80.009900,65.297600,0.143221
44843.000000,-80.003700,65.282700,0.142047
44873.000000,-80.003700,65.260400,0.140873
44903.000000,-79.997500,65.245500,0.139699
44933.000000,-79.991300,65.230600,0.138525
44963.000000,-80.009900,65.215700,0.137351
44993.000000,-80.003700,65.193400,0.136177
45023.000000,-80.003700,65.178500,0.135003
45053.000000,-80.009900,65.163600,0.133829
45083.000000,-80.003700,65.141300,0.132655
45113.000000,-80.003700,65.126400,0.131481
45143.000000,-80.003700,65.111600,0.130307
45173.000000,-80.003700,65.096700,0.129134
45203.000000,-79.997500,65.074400,0.127960
45233.000000,-80.003700,65.052000,0.126786
45263.000000,-80.003700,65.037200,0.125612
45293.000000,-79.997500,65.022300,0.124438
45323.000000,-80.003700,65.000000,0.123264
45353.000000,-79.997500,64.985100,0.122090
45383.000000,-80.003700,64.962700,0.120916
45413.000000,-79.997500,64.955300,0.119742
45443.000000,-80.003700,64.933000,0.118568
45473.000000,-80.003700,64.910700,0.117394
45503.000000,-80.003700,64.895800,0.116220
45533.000000,-80.003700,64.880900,0.115046
45563.000000,-79.997500,64.858600,0.113872
45593.000000,-80.009900,64.843700,0.112698
45623.000000,-80.003700,64.828800,0.111524
45653.000000,-80.003700,64.813900,0.110351
45683.000000,-79.997500,64.799100,0.109177
45713.000000,-80.003700,64.776700,0.108003
45743.000000,-80.003700,64.761900,0.106829
45773.000000,-80.003700,64.739500,0.105655
45803.000000,-80.003700,64.717200,0.104481
45833.000000,-80.003700,64.709800,0.103307
45863.000000,-80.009900,64.687500,0.102133
45893.000000,-80.003700,64.672600,0.100959
45923.000000,-79.997500,64.657700,0.099785
45953.000000,-79.997500,64.635400,0.098611
45983.000000,-79.997500,64.620500,0.097437
46013.000000,-80.003700,64.598200,0.096263
46043.000000,-80.009900,64.583300,0.095089
46073.000000,-79.997500,64.568400,0.093915
46103.000000,-79.997500,64.546100,0.092742
46133.000000,-80.003700,64.531200,0.091568
46163.000000,-80.009900,64.508900,0.090393
46193.000000,-80.003700,64.486600,0.089220
46223.000000,-80.003700,64.471700,0.088046
46253.000000,-80.003700,64.449400,0.086872
46283.000000,-79.997500,64.434500,0.085698
46313.000000,-80.003700,64.412200,0.084524
46343.000000,-80.003700,64.397300,0.083350
46373.000000,-80.003700,64.375000,0.082176
46403.000000,-80.003700,64.360100,0.081002
46433.000000,-80.003700,64.337700,0.079828
46463.000000,-79.997500,64.315400,0.078654
46493.000000,-80.003700,64.300500,0.077480
46523.000000,-80.003700,64.285700,0.076306
46553.000000,-80.003700,64.263300,0.075132
46583.000000,-80.003700,64.241000,0.073958
46613.000000,-80.003700,64.218700,0.072784
46643.000000,-79.997500,64.203800,0.071610
46673.000000,-79.997500,64.188900,0.070437
46703.000000,-80.009900,64.166600,0.069263
46733.000000,-80.003700,64.144300,0.068089
46763.000000,-79.997500,64.122000,0.066915
46793.000000,-79.997500,64.099700,0.065741
46823.000000,-80.009900,64.077300,0.064567
46853.000000,-79.997500,64.062500,0.063393
46883.000000,-80.003700,64.032700,0.062219
46913.000000,-80.003700,64.017800,0.061045
46943.000000,-80.003700,64.002900,0.059871
46973.000000,-80.003700,63.973200,0.058697
47003.000000,-79.997500,63.958300,0.057523
47033.000000,-80.003700,63.928500,0.056349
47063.000000,-79.997500,63.906200,0.055175
47093.000000,-80.003700,63.883900,0.054001
47123.000000,-80.003700,63.854100,0.052827
47153.000000,-80.003700,63.839200,0.051653
47183.000000,-80.003700,63.809500,0.050480
47213.000000,-80.003700,63.787200,0.049306
47243.000000,-79.997500,63.757400,0.048132
47273.000000,-80.003700,63.735100,0.046958
47303.000000,-80.003700,63.705300,0.045784
47333.000000,-80.003700,63.675500,0.044610
47363.000000,-80.003700,63.645800,0.043436
47393.000000,-79.997500,63.623500,0.042262
47423.000000,-80.003700,63.586300,0.041088
47453.000000,-80.003700,63.549100,0.039914
47483.000000,-80.003700,63.519300,0.038740
47513.000000,-80.009900,63.482100,0.037566
47543.000000,-80.003700,63.444900,0.036392
47573.000000,-80.003700,63.392800,0.035218
47603.000000,-80.003700,63.340700,0.034044
47633.000000,-80.003700,63.266300,0.032870
47663.000000,-80.009900,63.184500,0.031696
47693.000000,-79.997500,63.065400,0.030522
47723.000000,-79.997500,62.909200,0.029348
47753.000000,-79.997500,62.775200,0.028175
47783.000000,-80.003700,62.693400,0.027001
47813.000000,-80.003700,62.626400,0.025827
47843.000000,-79.997500,62.544600,0.024653
47873.000000,-80.003700,62.455300,0.023479
47903.000000,-80.009900,62.336300,0.022305
47933.000000,-80.003700,62.172600,0.021131
47963.000000,-80.009900,61.934500,0.019957
47993.000000,-80.009900,61.688900,0.018783
48023.000000,-80.003700,61.502900,0.017609
48053.000000,-80.003700,61.331800,0.016435
48083.000000,-79.997500,61.123500,0.015261
48113.000000,-80.003700,60.885400,0.014087
48143.000000,-79.997500,60.587700,0.012913
48173.000000,-79.997500,60.230600,0.011739
48203.000000,-79.997500,59.776700,0.010565
48233.000000,-79.997500,59.159200,0.009391
48263.000000,-79.997500,58.392800,0.008218
48293.000000,-79.997500,57.403200,0.007044
48323.000000,-80.003700,56.056500,0.005870
48353.000000,-80.003700,54.360100,0.004696
48383.000000,-80.003700,52.239500,0.003522
48413.000000,-80.003700,49.479100,0.002348
48443.000000,-80.003700,45.848200,0.001174
48473.000000,-80.003700,40.647300,0.000000
48476.000000,-80.003700,40.000000,0.000000
48476.000000,0.000000,54.650200,0.000000
48506.000000,0.000000,62.031200,0.000000
48536.000000,0.000000,63.102600,0.000000
48536.000000,80.022300,70.453800,0.000000
48566.000000,80.016100,72.038600,0.001042
48596.000000,80.022300,72.797600,0.002084
48626.000000,80.022300,72.886900,0.003126
48656.000000,80.009900,72.916600,0.004168
48686.000000,80.009900,72.946400,0.005209
48716.000000,80.016100,72.961300,0.006251
48746.000000,80.016100,72.983600,0.007293
48776.000000,80.022300,73.005900,0.008335
48806.000000,80.009900,73.020800,0.009377
48836.000000,80.016100,73.043100,0.010419
48866.000000,80.022300,73.065400,0.011461
48896.000000,80.022300,73.080300,0.012503
48926.000000,80.016100,73.102600,0.013545
48956.000000,80.022300,73.125000,0.014587
48986.000000,80.016100,73.139800,0.015628
49016.000000,80.016100,73.154700,0.016670
49046.000000,80.009900,73.177000,0.017712
49076.000000,80.016100,73.199400,0.018754
49106.000000,80.009900,73.214200,0.019796
49136.000000,80.022300,73.244000,0.020838
49166.000000,80.016100,73.258900,0.021880
49196.000000,80.009900,73.273800,0.022921
49226.000000,80.016100,73.288600,0.023963
49256.000000,80.009900,73.311000,0.025005
49286.000000,80.016100,73.333300,0.026047
49316.000000,80.016100,73.348200,0.027089
49346.000000,80.022300,73.370500,0.028131
49376.000000,80.009900,73.385400,0.029173
49406.000000,80.009900,73.392800,0.030214
49436.000000,80.016100,73.422600,0.031256
49466.000000,80.016100,73.430000,0.032298
49496.000000,80.009900,73.452300,0.033340
49526.000000,80.016100,73.467200,0.034382
49556.000000,80.016100,73.482100,0.035424
49586.000000,80.022300,73.497000,0.036466
49616.000000,80.016100,73.511900,0.037507
49646.000000,80.016100,73.534200,0.038549
49676.000000,80.016100,73.549100,0.039591
49706.000000,80.016100,73.563900,0.040633
49736.000000,80.022300,73.586300,0.041675
49766.000000,80.022300,73.608600,0.042717
49796.000000,80.009900,73.623500,0.043759
49826.000000,80.016100,73.638300,0.044801
49856.000000,80.009900,73.653200,0.045842
49886.000000,80.022300,73.675500,0.046884
49916.000000,80.016100,73.690400,0.047926
49946.000000,80.016100,73.705300,0.048968
49976.000000,80.009900,73.720200,0.050010
50006.000000,80.009900,73.735100,0.051052
50036.000000,80.016100,73.750000,0.052094
50066.000000,80.009900,73.772300,0.053135
50096.000000,80.016100,73.787200,0.054177
50126.000000,80.016100,73.802000,0.055219
50156.000000,80.016100,73.824400,0.056261
50186.000000,80.016100,73.831800,0.057303
50216.000000,80.016100,73.854100,0.058345
50246.000000,80.016100,73.869000,0.059387
50276.000000,80.016100,73.876400,0.060429
50306.000000,80.022300,73.898800,0.061471
50336.000000,80.016100,73.906200,0.062512
50366.000000,80.028500,73.921100,0.063554
50396.000000,80.016100,73.943400,0.064596
50426.000000,80.022300,73.950800,0.065638
50456.000000,80.009900,73.965700,0.066680
50486.000000,80.009900,73.980600,0.067722
50516.000000,80.009900,73.988000,0.068764
50546.000000,80.022300,74.002900,0.069806
50576.000000,80.009900,74.017800,0.070847
50606.000000,80.009900,74.032700,0.071889
50636.000000,80.022300,74.040100,0.072931
50666.000000,80.009900,74.055000,0.073973
50696.000000,80.016100,74.062500,0.075015
50726.000000,80.022300,74.077300,0.076057
50756.000000,80.022300,74.092200,0.077099
50786.000000,80.016100,74.099700,0.078141
50816.000000,80.016100,74.114500,0.079183
50846.000000,80.022300,74.122000,0.080224
50876.000000,80.016100,74.136900,0.081266
50906.000000,80.009900,74.136900,0.082308
50936.000000,80.016100,74.159200,0.083350
50966.000000,80.016100,74.166600,0.084392
50996.000000,80.016100,74.174100,0.085434
51026.000000,80.009900,74.181500,0.086476
51056.000000,80.009900,74.188900,0.087517
51086.000000,80.009900,74.203800,0.088559
51116.000000,80.016100,74.211300,0.089601
51146.000000,80.022300,74.226100,0.090643
51176.000000,80.009900,74.233600,0.091685
51206.000000,80.016100,74.241000,0.092727
51236.000000,80.009900,74.248500,0.093768
51266.000000,80.016100,74.255900,0.094810
51296.000000,80.022300,74.263300,0.095852
51326.000000,80.016100,74.270800,0.096894
51356.000000,80.009900,74.278200,0.097936
51386.000000,80.022300,74.285700,0.098978
51416.000000,80.022300,74.293100,0.100020
51446.000000,80.009900,74.300500,0.101062
51476.000000,80.009900,74.308000,0.102103
51506.000000,80.009900,74.315400,0.103145
51536.000000,80.022300,74.322900,0.104187
51566.000000,80.022300,74.330300,0.105229
51596.000000,80.016100,74.337700,0.106271
51626.000000,80.016100,74.345200,0.107313
51656.000000,80.009900,74.345200,0.108355
51686.000000,80.016100,74.352600,0.109397
51716.000000,80.028500,74.360100,0.110439
51746.000000,80.022300,74.367500,0.111481
51776.000000,80.022300,74.375000,0.112523
51806.000000,80.016100,74.375000,0.113564
51836.000000,80.009900,74.382400,0.114606
51866.000000,80.016100,74.397300,0.115648
51896.000000,80.022300,74.397300,0.116690
51926.000000,80.016100,74.404700,0.117732
51956.000000,80.022300,74.404700,0.118774
51986.000000,80.022300,74.412200,0.119816
52016.000000,80.016100,74.419600,0.120858
52046.000000,80.022300,74.427000,0.121900
52076.000000,80.028500,74.427000,0.122942
52106.000000,80.016100,74.434500,0.123984
52136.000000,80.016100,74.434500,0.125025
52166.000000,80.022300,74.441900,0.126067
52196.000000,80.022300,74.449400,0.127109
52226.000000,80.022300,74.456800,0.128151
52256.000000,80.016100,74.456800,0.129193
52286.000000,80.009900,74.456800,0.130235
52316.000000,80.016100,74.464200,0.131277
52346.000000,80.016100,74.464200,0.132319
52376.000000,80.016100,74.471700,0.133361
52406.000000,80.016100,74.471700,0.134403
52436.000000,80.009900,74.479100,0.135444
52466.000000,80.016100,74.486600,0.136486
52496.000000,80.022300,74.486600,0.137528
52526.000000,80.016100,74.494000,0.138570
52556.000000,80.009900,74.494000,0.139612
52586.000000,80.009900,74.494000,0.140654
52616.000000,80.016100,74.501400,0.141695
52646.000000,80.022300,74.501400,0.142737
52676.000000,80.022300,74.508900,0.143779
52706.000000,80.016100,74.508900,0.144821
52736.000000,80.016100,74.516300,0.145863
52766.000000,80.022300,74.516300,0.146905
52796.000000,80.022300,74.523800,0.147947
52826.000000,80.016100,74.516300,0.148989
52856.000000,80.016100,74.523800,0.150031
52886.000000,80.016100,74.523800,0.151073
52916.000000,80.022300,74.523800,0.152115
52946.000000,80.009900,74.531200,0.153156
52976.000000,80.016100,74.538600,0.154198
53006.000000,80.009900,74.538600,0.155240
53036.000000,80.016100,74.538600,0.156282
53066.000000,80.016100,74.538600,0.157324
53096.000000,80.009900,74.546100,0.158366
53126.000000,80.016100,74.553500,0.159408
53156.000000,80.016100,74.553500,0.160449
53186.000000,80.016100,74.553500,0.161491
53216.000000,80.009900,74.561000,0.162533
53246.000000,80.016100,74.561000,0.163575
53276.000000,80.009900,74.568400,0.164617
53306.000000,80.016100,74.568400,0.165659
53336.000000,80.016100,74.568400,0.166701
53366.000000,80.022300,74.575800,0.167742
53396.000000,80.016100,74.583300,0.168784
53426.000000,80.016100,74.583300,0.169826
53456.000000,80.022300,74.583300,0.170868
53486.000000,80.016100,74.583300,0.171910
53516.000000,80.016100,74.583300,0.172952
53546.000000,80.009900,74.590700,0.173994
53576.000000,80.009900,74.590700,0.175036
53606.000000,80.022300,74.598200,0.176077
53636.000000,80.016100,74.598200,0.177119
53666.000000,80.016100,74.598200,0.178161
53696.000000,80.016100,74.605600,0.179203
53726.000000,80.022300,74.605600,0.180245
53756.000000,80.009900,74.605600,0.181287
53786.000000,80.016100,74.613000,0.182329
53816.000000,80.016100,74.613000,0.183371
53846.000000,80.022300,74.620500,0.184413
53876.000000,80.016100,74.620500,0.185454
53906.000000,80.016100,74.620500,0.186496
53936.000000,80.016100,74.627900,0.187538
53966.000000,80.016100,74.627900,0.188580
53996.000000,80.016100,74.627900,0.189622
54026.000000,80.016100,74.627900,0.190664
54056.000000,80.022300,74.635400,0.191706
54086.000000,80.022300,74.642800,0.192748
54116.000000,80.022300,74.635400,0.193790
54146.000000,80.022300,74.642800,0.194832
54176.000000,80.016100,74.642800,0.195874
54206.000000,80.022300,74.650200,0.196916
54236.000000,80.009900,74.650200,0.197957
54266.000000,80.022300,74.657700,0.198999
54296.000000,80.016100,74.657700,0.200041
54326.000000,80.022300,74.665100,0.201083
54356.000000,80.009900,74.657700,0.202125
54386.000000,80.022300,74.665100,0.203167
54416.000000,80.016100,74.665100,0.204209
54446.000000,80.016100,74.665100,0.205251
54476.000000,80.016100,74.672600,0.206292
54506.000000,80.009900,74.672600,0.207334
54536.000000,80.022300,74.680000,0.208376
54566.000000,80.022300,74.680000,0.209418
54596.000000,80.009900,74.680000,0.210460
54626.000000,80.022300,74.687500,0.211502
54656.000000,80.016100,74.687500,0.212544
54686.000000,80.022300,74.687500,0.213586
54716.000000,80.022300,74.694900,0.214628
54746.000000,80.022300,74.702300,0.215670
54776.000000,80.016100,74.702300,0.216712
54806.000000,80.022300,74.709800,0.217754
54836.000000,80.016100,74.709800,0.218795
54866.000000,80.022300,74.717200,0.219837
54896.000000,80.016100,74.724700,0.220879
54926.000000,80.016100,74.724700,0.221921
54956.000000,80.022300,74.724700,0.222963
54986.000000,80.016100,74.732100,0.224005
55016.000000,80.016100,74.732100,0.225047
55046.000000,80.009900,74.732100,0.226089
55076.000000,80.022300,74.739500,0.227131
55106.000000,80.016100,74.732100,0.228172
55136.000000,80.022300,74.739500,0.229214
55166.000000,80.016100,74.747000,0.230256
55196.000000,80.022300,74.747000,0.231298
55226.000000,80.022300,74.754400,0.232340
55256.000000,80.016100,74.754400,0.233382
55286.000000,80.016100,74.754400,0.234424
55316.000000,80.016100,74.754400,0.235466
55346.000000,80.016100,74.761900,0.236508
55376.000000,80.009900,74.769300,0.237549
55406.000000,80.022300,74.769300,0.238591
55436.000000,80.009900,74.769300,0.239633
55466.000000,80.016100,74.776700,0.240675
55496.000000,80.016100,74.784200,0.241717
55526.000000,80.022300,74.784200,0.242759
55556.000000,80.009900,74.784200,0.243801
55586.000000,80.016100,74.791600,0.244843
55616.000000,80.022300,74.791600,0.245885
55646.000000,80.016100,74.791600,0.246926
55676.000000,80.022300,74.799100,0.247968
55706.000000,80.016100,74.799100,0.249010
55736.000000,80.022300,74.806500,0.250052
55736.000000,0.000000,71.361600,0.250052
55766.000000,0.000000,71.026700,0.250052
55796.000000,0.000000,70.952300,0.250052
55796.000000,-79.916900,68.936000,0.250052
55826.000000,-80.003700,67.276700,0.248873
55856.000000,-79.997500,67.083300,0.247693
55886.000000,-80.003700,66.941900,0.246514
55916.000000,-80.003700,66.875000,0.245334
55946.000000,-79.997500,66.830300,0.244155
55976.000000,-79.997500,66.800500,0.242976
56006.000000,-80.003700,66.770800,0.241796
56036.000000,-80.003700,66.748500,0.240617
56066.000000,-79.997500,66.733600,0.239437
56096.000000,-80.003700,66.711300,0.238258
56126.000000,-79.997500,66.696400,0.237078
56156.000000,-80.003700,66.674100,0.235899
56186.000000,-80.003700,66.659200,0.234719
56216.000000,-80.003700,66.636900,0.233540
56246.000000,-80.003700,66.614500,0.232360
56276.000000,-79.997500,66.599700,0.231181
56306.000000,-80.003700,66.577300,0.230001
56336.000000,-80.003700,66.562500,0.228822
56366.000000,-80.003700,66.540100,0.227642
56396.000000,-80.009900,66.517800,0.226463
56426.000000,-79.997500,66.502900,0.225283
56456.000000,-80.003700,66.488000,0.224104
56486.000000,-79.997500,66.473200,0.222924
56516.000000,-80.009900,66.450800,0.221745
56546.000000,-79.997500,66.436000,0.220565
56576.000000,-80.003700,66.413600,0.219386
56606.000000,-79.997500,66.398800,0.218206
56636.000000,-80.003700,66.383900,0.217027
56666.000000,-80.003700,66.361600,0.215847
56696.000000,-80.003700,66.346700,0.214668
56726.000000,-80.003700,66.331800,0.213488
56756.000000,-80.009900,66.309500,0.212309
56786.000000,-80.003700,66.287200,0.211129
56816.000000,-80.003700,66.272300,0.209950
56846.000000,-80.003700,66.257400,0.208770
56876.000000,-79.997500,66.242500,0.207591
56906.000000,-80.003700,66.220200,0.206411
56936.000000,-80.009900,66.205300,0.205232
56966.000000,-80.003700,66.190400,0.204052
56996.000000,-80.003700,66.168100,0.202873
57026.000000,-80.003700,66.153200,0.201693
57056.000000,-80.009900,66.130900,0.200514
57086.000000,-80.009900,66.116000,0.199334
57116.000000,-79.997500,66.101100,0.198155
57146.000000,-80.003700,66.086300,0.196975
57176.000000,-79.997500,66.063900,0.195796
57206.000000,-79.997500,66.049100,0.194616
57236.000000,-79.997500,66.026700,0.193437
57266.000000,-80.003700,66.011900,0.192257
57296.000000,-80.003700,65.997000,0.191078
57326.000000,-79.997500,65.982100,0.189899
57356.000000,-79.997500,65.959800,0.188719
57386.000000,-80.003700,65.944900,0.187540
57416.000000,-79.997500,65.922600,0.186360
57446.000000,-80.003700,65.907700,0.185181
57476.000000,-80.003700,65.885400,0.184001
57506.000000,-80.003700,65.870500,0.182822
57536.000000,-80.009900,65.855600,0.181642
57566.000000,-79.997500,65.840700,0.180463
57596.000000,-80.009900,65.818400,0.179283
57626.000000,-80.003700,65.803500,0.178104
57656.000000,-80.009900,65.788600,0.176924
57686.000000,-80.003700,65.766300,0.175744
57716.000000,-80.003700,65.751400,0.174565
57746.000000,-80.003700,65.736600,0.173385
57776.000000,-80.003700,65.714200,0.172206
57806.000000,-80.003700,65.699400,0.171026
57836.000000,-80.003700,65.684500,0.169847
57866.000000,-80.003700,65.662200,0.168667
57896.000000,-80.003700,65.647300,0.167488
