数据序号,工步类型,时间,总时间,电流(A),电压(V),容量(Ah),能量(Wh),绝对时间,功率(W),current_A,time_s,abs_time_h,step,cycle_id,SOC
2569,恒流充电,03:52:00,21:09:22,80.0099,74.866,309.3967,23076.832,2025-03-27 09:22:52,5990.0227,80.0099,76162.0,21.156111111111112,charge,6,0.48343092708333535
2570,恒流充电,03:52:30,21:09:52,80.0161,74.866,310.0635,23126.7529,2025-03-27 09:23:22,5990.4861,80.0161,76192.0,21.164444444444445,charge,6,0.4844728033854187
2571,恒流充电,03:53:00,21:10:22,80.0099,74.866,310.7303,23176.6768,2025-03-27 09:23:52,5990.0227,80.0099,76222.0,21.172777777777778,charge,6,0.4855145989583354
2572,恒流充电,03:53:30,21:10:52,80.0161,74.8958,311.3971,23226.6108,2025-03-27 09:24:22,5992.8706,80.0161,76252.0,21.18111111111111,charge,6,0.48655647526041873
2573,恒流充电,03:54:00,21:11:22,80.0223,74.8883,312.0639,23276.5507,2025-03-27 09:24:52,5992.7355,80.0223,76282.0,21.189444444444444,charge,6,0.4875984322916687
2574,恒流充电,03:54:30,21:11:52,80.0161,74.8735,312.7307,23326.4804,2025-03-27 09:25:22,5991.0862,80.0161,76312.0,21.197777777777777,charge,6,0.48864030859375207
2575,恒流充电,03:55:00,21:12:22,80.0161,74.866,313.3975,23376.3999,2025-03-27 09:25:52,5990.4861,80.0161,76342.0,21.20611111111111,charge,6,0.4896821848958354
2576,恒流充电,03:55:30,21:12:52,80.0161,74.8437,314.0643,23426.3121,2025-03-27 09:26:22,5988.7017,80.0161,76372.0,21.214444444444446,charge,6,0.4907240611979188
2577,恒流充电,03:56:00,21:13:22,80.0161,74.8139,314.7311,23476.2054,2025-03-27 09:26:52,5986.3173,80.0161,76402.0,21.22277777777778,charge,6,0.49176593750000214
2578,恒流充电,03:56:30,21:13:52,80.0161,74.8214,315.3979,23526.1002,2025-03-27 09:27:22,5986.9174,80.0161,76432.0,21.23111111111111,charge,6,0.4928078138020855
2579,恒流充电,03:57:00,21:14:22,80.0161,74.8065,316.0647,23575.9818,2025-03-27 09:27:52,5985.7251,80.0161,76462.0,21.239444444444445,charge,6,0.49384969010416885
2580,恒流充电,03:57:30,21:14:52,80.0161,74.8065,316.7315,23625.8649,2025-03-27 09:28:22,5985.7251,80.0161,76492.0,21.247777777777777,charge,6,0.4948915664062522
2581,恒流充电,03:58:00,21:15:22,80.0223,74.8214,317.3983,23675.7494,2025-03-27 09:28:52,5987.382,80.0223,76522.0,21.25611111111111,charge,6,0.4959335234375022
2582,恒流充电,03:58:30,21:15:52,80.0223,74.8139,318.0651,23725.6369,2025-03-27 09:29:22,5986.7818,80.0223,76552.0,21.264444444444443,charge,6,0.4969754804687522
2583,恒流充电,03:59:00,21:16:22,80.0161,74.8214,318.7319,23775.5258,2025-03-27 09:29:52,5986.9174,80.0161,76582.0,21.272777777777776,charge,6,0.49801735677083553
2584,恒流充电,03:59:30,21:16:52,80.0161,74.8065,319.3988,23825.4104,2025-03-27 09:30:22,5985.7251,80.0161,76612.0,21.281111111111112,charge,6,0.4990592330729189
2585,恒流充电,04:00:00,21:17:22,80.0161,74.8139,320.0656,23875.2949,2025-03-27 09:30:52,5986.3173,80.0161,76642.0,21.289444444444445,charge,6,0.5001011093750022
2586,搁置,00:00:00,21:17:22,0.0,71.994,0.0,0.0,2025-03-27 09:30:52,0.0,0.0,76642.0,21.289444444444445,rest,6,0.5001011093750022
2587,搁置,00:00:30,21:17:52,0.0,71.7633,0.0,0.0,2025-03-27 09:31:22,0.0,0.0,76672.0,21.297777777777778,rest,6,0.5001011093750022
2588,搁置,00:01:00,21:18:22,0.0,71.7485,0.0,0.0,2025-03-27 09:31:52,0.0,0.0,76702.0,21.30611111111111,rest,6,0.5001011093750022
2589,恒流放电,00:00:00,21:18:22,-79.9975,69.5312,0.0,0.0,2025-03-27 09:31:52,-5562.3236,-79.9975,76702.0,21.30611111111111,discharge,6,0.5001011093750022
2590,恒流放电,00:00:30,21:18:52,-80.0037,68.7425,0.6667,45.8977,2025-03-27 09:32:22,-5499.6557,-80.0037,76732.0,21.314444444444444,discharge,6,0.49885706669205027
2591,恒流放电,00:01:00,21:19:22,-80.0037,68.5416,1.3334,91.6555,2025-03-27 09:32:52,-5483.583,-80.0037,76762.0,21.322777777777777,discharge,6,0.49761302400909835
2592,恒流放电,00:01:30,21:19:52,-80.0037,68.4375,2.0001,137.3147,2025-03-27 09:33:22,-5475.2546,-80.0037,76792.0,21.33111111111111,discharge,6,0.49636898132614643
2593,恒流放电,00:02:00,21:20:22,-80.0037,68.3705,2.6668,182.9193,2025-03-27 09:33:52,-5469.8943,-80.0037,76822.0,21.339444444444446,discharge,6,0.4951249386431945
2594,恒流放电,00:02:30,21:20:52,-80.0037,68.3258,3.3335,228.4845,2025-03-27 09:34:22,-5466.3182,-80.0037,76852.0,21.34777777777778,discharge,6,0.4938808959602426
2595,恒流放电,00:03:00,21:21:22,-80.0037,68.2738,4.0002,274.0184,2025-03-27 09:34:52,-5462.158,-80.0037,76882.0,21.35611111111111,discharge,6,0.4926368532772907
2596,恒流放电,00:03:30,21:21:52,-79.9975,68.2366,4.6669,319.5234,2025-03-27 09:35:22,-5458.7588,-79.9975,76912.0,21.364444444444445,discharge,6,0.49139290700318783
2597,恒流放电,00:04:00,21:22:22,-80.0037,68.1919,5.3336,365.002,2025-03-27 09:35:52,-5455.6057,-80.0037,76942.0,21.372777777777777,discharge,6,0.4901488643202359
2598,恒流放电,00:04:30,21:22:52,-80.0099,68.1622,6.0002,410.4565,2025-03-27 09:36:22,-5453.6522,-80.0099,76972.0,21.38111111111111,discharge,6,0.488904725228435
2599,恒流放电,00:05:00,21:23:22,-80.0037,68.1324,6.6669,455.8895,2025-03-27 09:36:52,-5450.8455,-80.0037,77002.0,21.389444444444443,discharge,6,0.48766068254548306
2600,恒流放电,00:05:30,21:23:52,-79.9975,68.1026,7.3336,501.3026,2025-03-27 09:37:22,-5448.0391,-79.9975,77032.0,21.397777777777776,discharge,6,0.4864167362713802
2601,恒流放电,00:06:00,21:24:22,-80.0099,68.0654,8.0003,546.6952,2025-03-27 09:37:52,-5445.9072,-80.0099,77062.0,21.406111111111112,discharge,6,0.4851725971795793
2602,恒流放电,00:06:30,21:24:52,-80.0099,68.0431,8.667,592.0683,2025-03-27 09:38:22,-5444.123,-80.0099,77092.0,21.414444444444445,discharge,6,0.48392845808777835
2603,恒流放电,00:07:00,21:25:22,-80.0037,68.0133,9.3337,637.4235,2025-03-27 09:38:52,-5441.317,-80.0037,77122.0,21.422777777777778,discharge,6,0.48268441540482643
2604,恒流放电,00:07:30,21:25:52,-79.9975,67.991,10.0004,682.7599,2025-03-27 09:39:22,-5439.1114,-79.9975,77152.0,21.43111111111111,discharge,6,0.4814404691307236
2605,恒流放电,00:08:00,21:26:22,-80.0037,67.9613,10.6671,728.0783,2025-03-27 09:39:52,-5437.1568,-80.0037,77182.0,21.439444444444444,discharge,6,0.48019642644777166
2606,恒流放电,00:08:30,21:26:52,-80.0037,67.9389,11.3338,773.3813,2025-03-27 09:40:22,-5435.3647,-80.0037,77212.0,21.447777777777777,discharge,6,0.47895238376481974
2607,恒流放电,00:09:00,21:27:22,-80.0037,67.9092,12.0005,818.6663,2025-03-27 09:40:52,-5432.9886,-80.0037,77242.0,21.45611111111111,discharge,6,0.4777083410818678
2608,恒流放电,00:09:30,21:27:52,-79.9975,67.8943,12.6672,863.936,2025-03-27 09:41:22,-5431.3756,-79.9975,77272.0,21.464444444444446,discharge,6,0.476464394807765
2609,恒流放电,00:10:00,21:28:22,-80.0037,67.8645,13.3339,909.1905,2025-03-27 09:41:52,-5429.4125,-80.0037,77302.0,21.47277777777778,discharge,6,0.47522035212481306
2610,恒流放电,00:10:30,21:28:52,-79.9975,67.8422,14.0006,954.4286,2025-03-27 09:42:22,-5427.2078,-79.9975,77332.0,21.48111111111111,discharge,6,0.4739764058507102
2611,恒流放电,00:11:00,21:29:22,-79.9975,67.8199,14.6673,999.6518,2025-03-27 09:42:52,-5425.4238,-79.9975,77362.0,21.489444444444445,discharge,6,0.47273245957660737
2612,恒流放电,00:11:30,21:29:52,-80.0099,67.7976,15.334,1044.8597,2025-03-27 09:43:22,-5424.4806,-80.0099,77392.0,21.497777777777777,discharge,6,0.47148832048480643
2613,恒流放电,00:12:00,21:30:22,-79.9975,67.7827,16.0006,1090.0554,2025-03-27 09:43:52,-5422.4479,-79.9975,77422.0,21.50611111111111,discharge,6,0.4702443742107036
2614,恒流放电,00:12:30,21:30:52,-80.0037,67.7604,16.6673,1135.2372,2025-03-27 09:44:22,-5421.0841,-80.0037,77452.0,21.514444444444443,discharge,6,0.46900033152775167
2615,恒流放电,00:13:00,21:31:22,-79.9975,67.7455,17.334,1180.4057,2025-03-27 09:44:52,-5419.472,-79.9975,77482.0,21.522777777777776,discharge,6,0.4677563852536488
2616,恒流放电,00:13:30,21:31:52,-80.0037,67.7232,18.0007,1225.5611,2025-03-27 09:45:22,-5418.1079,-80.0037,77512.0,21.531111111111112,discharge,6,0.4665123425706969
2617,恒流放电,00:14:00,21:32:22,-80.0037,67.7008,18.6674,1270.7035,2025-03-27 09:45:52,-5416.3158,-80.0037,77542.0,21.539444444444445,discharge,6,0.465268299887745
2618,恒流放电,00:14:30,21:32:52,-79.9975,67.6785,19.3341,1315.832,2025-03-27 09:46:22,-5414.1122,-79.9975,77572.0,21.547777777777778,discharge,6,0.46402435361364214
2619,恒流放电,00:15:00,21:33:22,-79.9975,67.6636,20.0008,1360.9488,2025-03-27 09:46:52,-5412.9202,-79.9975,77602.0,21.55611111111111,discharge,6,0.4627804073395393
2620,恒流放电,00:15:30,21:33:52,-80.0161,67.6413,20.6675,1406.0519,2025-03-27 09:47:22,-5412.3937,-80.0161,77632.0,21.564444444444444,discharge,6,0.46153617183888934
2621,恒流放电,00:16:00,21:34:22,-80.0037,67.6264,21.3342,1451.1435,2025-03-27 09:47:52,-5410.3636,-80.0037,77662.0,21.572777777777777,discharge,6,0.4602921291559374
2622,恒流放电,00:16:30,21:34:52,-80.0037,67.6116,22.0009,1496.2241,2025-03-27 09:48:22,-5409.1795,-80.0037,77692.0,21.58111111111111,discharge,6,0.4590480864729855
2623,恒流放电,00:17:00,21:35:22,-80.0037,67.5967,22.6676,1541.2926,2025-03-27 09:48:52,-5407.9875,-80.0037,77722.0,21.589444444444446,discharge,6,0.4578040437900336
2624,恒流放电,00:17:30,21:35:52,-80.0037,67.5669,23.3343,1586.3493,2025-03-27 09:49:22,-5405.6033,-80.0037,77752.0,21.59777777777778,discharge,6,0.45656000110708167
2625,恒流放电,00:18:00,21:36:22,-80.0037,67.5595,24.001,1631.3947,2025-03-27 09:49:52,-5405.0113,-80.0037,77782.0,21.60611111111111,discharge,6,0.45531595842412975
2626,恒流放电,00:18:30,21:36:52,-79.9975,67.5446,24.6677,1676.428,2025-03-27 09:50:22,-5403.4005,-79.9975,77812.0,21.614444444444445,discharge,6,0.4540720121500269
2627,恒流放电,00:19:00,21:37:22,-80.0099,67.5223,25.3343,1721.4505,2025-03-27 09:50:52,-5402.4538,-80.0099,77842.0,21.622777777777777,discharge,6,0.45282787305822597
2628,恒流放电,00:19:30,21:37:52,-79.9975,67.5074,26.001,1766.4612,2025-03-27 09:51:22,-5400.4246,-79.9975,77872.0,21.63111111111111,discharge,6,0.4515839267841231
2629,恒流放电,00:20:00,21:38:22,-79.9975,67.4925,26.6677,1811.4602,2025-03-27 09:51:52,-5399.2326,-79.9975,77902.0,21.639444444444443,discharge,6,0.4503399805100203
2630,恒流放电,00:20:30,21:38:52,-80.0037,67.4702,27.3344,1856.4477,2025-03-27 09:52:22,-5397.867,-80.0037,77932.0,21.647777777777776,discharge,6,0.44909593782706836
2631,恒流放电,00:21:00,21:39:22,-80.0037,67.4553,28.0011,1901.4249,2025-03-27 09:52:52,-5396.6749,-80.0037,77962.0,21.656111111111112,discharge,6,0.44785189514411644
2632,恒流放电,00:21:30,21:39:52,-80.0037,67.4404,28.6678,1946.391,2025-03-27 09:53:22,-5395.4829,-80.0037,77992.0,21.664444444444445,discharge,6,0.4466078524611645
2633,恒流放电,00:22:00,21:40:22,-79.9975,67.4255,29.3345,1991.3452,2025-03-27 09:53:52,-5393.8728,-79.9975,78022.0,21.672777777777778,discharge,6,0.4453639061870617
2634,恒流放电,00:22:30,21:40:52,-79.9975,67.4032,30.0012,2036.2885,2025-03-27 09:54:22,-5392.0888,-79.9975,78052.0,21.68111111111111,discharge,6,0.44411995991295883
2635,恒流放电,00:23:00,21:41:22,-80.0099,67.3883,30.6679,2081.2209,2025-03-27 09:54:52,-5391.7325,-80.0099,78082.0,21.689444444444444,discharge,6,0.4428758208211579
2636,恒流放电,00:23:30,21:41:52,-80.0037,67.3735,31.3346,2126.1449,2025-03-27 09:55:22,-5390.1306,-80.0037,78112.0,21.697777777777777,discharge,6,0.441631778138206
2637,恒流放电,00:24:00,21:42:22,-80.0099,67.3511,32.0013,2171.0564,2025-03-27 09:55:52,-5388.7561,-80.0099,78142.0,21.70611111111111,discharge,6,0.44038763904640504
2638,恒流放电,00:24:30,21:42:52,-80.0037,67.3363,32.668,2215.9568,2025-03-27 09:56:22,-5387.1545,-80.0037,78172.0,21.714444444444446,discharge,6,0.4391435963634531
2639,恒流放电,00:25:00,21:43:22,-80.0037,67.3214,33.3346,2260.8469,2025-03-27 09:56:52,-5385.9624,-80.0037,78202.0,21.72277777777778,discharge,6,0.4378995536805012
2640,恒流放电,00:25:30,21:43:52,-80.0037,67.3065,34.0013,2305.7252,2025-03-27 09:57:22,-5384.7704,-80.0037,78232.0,21.73111111111111,discharge,6,0.4366555109975493
2641,恒流放电,00:26:00,21:44:22,-80.0099,67.2916,34.668,2350.5934,2025-03-27 09:57:52,-5383.9955,-80.0099,78262.0,21.739444444444445,discharge,6,0.43541137190574836
2642,恒流放电,00:26:30,21:44:52,-79.9975,67.2767,35.3347,2395.4504,2025-03-27 09:58:22,-5381.9692,-79.9975,78292.0,21.747777777777777,discharge,6,0.4341674256316455
2643,恒流放电,00:27:00,21:45:22,-80.0037,67.2619,36.0014,2440.2989,2025-03-27 09:58:52,-5381.2022,-80.0037,78322.0,21.75611111111111,discharge,6,0.4329233829486936
2644,恒流放电,00:27:30,21:45:52,-80.0037,67.247,36.6681,2485.1362,2025-03-27 09:59:22,-5380.0102,-80.0037,78352.0,21.764444444444443,discharge,6,0.4316793402657417
2645,恒流放电,00:28:00,21:46:22,-80.0037,67.2247,37.3348,2529.9616,2025-03-27 09:59:52,-5378.2261,-80.0037,78382.0,21.772777777777776,discharge,6,0.43043529758278976
2646,恒流放电,00:28:30,21:46:52,-80.0037,67.2098,38.0015,2574.7771,2025-03-27 10:00:22,-5377.034,-80.0037,78412.0,21.781111111111112,discharge,6,0.42919125489983784
2647,恒流放电,00:29:00,21:47:22,-80.0037,67.1949,38.6682,2619.5811,2025-03-27 10:00:52,-5375.842,-80.0037,78442.0,21.789444444444445,discharge,6,0.4279472122168859
2648,恒流放电,00:29:30,21:47:52,-80.0037,67.18,39.3349,2664.3735,2025-03-27 10:01:22,-5374.6499,-80.0037,78472.0,21.797777777777778,discharge,6,0.426703169533934
2649,恒流放电,00:30:00,21:48:22,-80.0037,67.1651,40.0016,2709.1561,2025-03-27 10:01:52,-5373.4579,-80.0037,78502.0,21.80611111111111,discharge,6,0.4254591268509821
2650,恒流放电,00:30:30,21:48:52,-80.0099,67.1428,40.6683,2753.9279,2025-03-27 10:02:22,-5372.0901,-80.0099,78532.0,21.814444444444444,discharge,6,0.42421498775918115
2651,恒流放电,00:31:00,21:49:22,-80.0099,67.1279,41.335,2798.6896,2025-03-27 10:02:52,-5370.8979,-80.0099,78562.0,21.822777777777777,discharge,6,0.4229708486673802
2652,恒流放电,00:31:30,21:49:52,-80.0037,67.113,42.0017,2843.4403,2025-03-27 10:03:22,-5369.2897,-80.0037,78592.0,21.83111111111111,discharge,6,0.4217268059844283
2653,恒流放电,00:32:00,21:50:22,-80.0037,67.0982,42.6684,2888.181,2025-03-27 10:03:52,-5368.1056,-80.0037,78622.0,21.839444444444446,discharge,6,0.4204827633014764
2654,恒流放电,00:32:30,21:50:52,-80.0037,67.0833,43.335,2932.91,2025-03-27 10:04:22,-5366.9135,-80.0037,78652.0,21.84777777777778,discharge,6,0.41923872061852446
2655,恒流放电,00:33:00,21:51:22,-80.0099,67.0684,44.0017,2977.6302,2025-03-27 10:04:52,-5366.1373,-80.0099,78682.0,21.85611111111111,discharge,6,0.41799458152672353
2656,恒流放电,00:33:30,21:51:52,-80.0099,67.0535,44.6684,3022.3397,2025-03-27 10:05:22,-5364.9452,-80.0099,78712.0,21.864444444444445,discharge,6,0.4167504424349226
2657,恒流放电,00:34:00,21:52:22,-80.0037,67.0386,45.3351,3067.0389,2025-03-27 10:05:52,-5363.3374,-80.0037,78742.0,21.872777777777777,discharge,6,0.4155063997519707
2658,恒流放电,00:34:30,21:52:52,-80.0099,67.0238,46.0018,3111.7287,2025-03-27 10:06:22,-5362.5689,-80.0099,78772.0,21.88111111111111,discharge,6,0.41426226066016975
2659,恒流放电,00:35:00,21:53:22,-80.0099,67.0089,46.6685,3156.4071,2025-03-27 10:06:52,-5361.3767,-80.0099,78802.0,21.889444444444443,discharge,6,0.4130181215683688
2660,恒流放电,00:35:30,21:53:52,-80.0037,66.994,47.3352,3201.0753,2025-03-27 10:07:22,-5359.7692,-80.0037,78832.0,21.897777777777776,discharge,6,0.4117740788854169
2661,恒流放电,00:36:00,21:54:22,-79.9975,66.9717,48.0019,3245.7323,2025-03-27 10:07:52,-5357.5699,-79.9975,78862.0,21.906111111111112,discharge,6,0.41053013261131405
2662,恒流放电,00:36:30,21:54:52,-80.0037,66.9642,48.6686,3290.3794,2025-03-27 10:08:22,-5357.3851,-80.0037,78892.0,21.914444444444445,discharge,6,0.40928608992836213
2663,恒流放电,00:37:00,21:55:22,-80.0037,66.9419,49.3353,3335.016,2025-03-27 10:08:52,-5355.601,-80.0037,78922.0,21.922777777777778,discharge,6,0.4080420472454102
2664,恒流放电,00:37:30,21:55:52,-80.0037,66.927,50.002,3379.642,2025-03-27 10:09:22,-5354.409,-80.0037,78952.0,21.93111111111111,discharge,6,0.4067980045624583
2665,恒流放电,00:38:00,21:56:22,-79.9975,66.9122,50.6687,3424.2567,2025-03-27 10:09:52,-5352.8101,-79.9975,78982.0,21.939444444444444,discharge,6,0.40555405828835545
2666,恒流放电,00:38:30,21:56:52,-79.9975,66.8973,51.3354,3468.862,2025-03-27 10:10:22,-5351.6181,-79.9975,79012.0,21.947777777777777,discharge,6,0.4043101120142526
2667,恒流放电,00:39:00,21:57:22,-80.0037,66.8824,52.0021,3513.4574,2025-03-27 10:10:52,-5350.8408,-80.0037,79042.0,21.95611111111111,discharge,6,0.4030660693313007
2668,恒流放电,00:39:30,21:57:52,-80.0037,66.8675,52.6687,3558.0419,2025-03-27 10:11:22,-5349.6487,-80.0037,79072.0,21.964444444444446,discharge,6,0.40182202664834876
2669,恒流放电,00:40:00,21:58:22,-80.0037,66.8526,53.3354,3602.6159,2025-03-27 10:11:52,-5348.4567,-80.0037,79102.0,21.97277777777778,discharge,6,0.40057798396539684
2670,恒流放电,00:40:30,21:58:52,-80.0099,66.8377,54.0021,3647.1785,2025-03-27 10:12:22,-5347.679,-80.0099,79132.0,21.98111111111111,discharge,6,0.3993338448735959
2671,恒流放电,00:41:00,21:59:22,-80.0037,66.8229,54.6688,3691.7306,2025-03-27 10:12:52,-5346.0806,-80.0037,79162.0,21.989444444444445,discharge,6,0.398089802190644
2672,恒流放电,00:41:30,21:59:52,-79.9975,66.8005,55.3355,3736.2729,2025-03-27 10:13:22,-5343.8743,-79.9975,79192.0,21.997777777777777,discharge,6,0.39684585591654115
2673,恒流放电,00:42:00,22:00:22,-79.9975,66.7857,56.0022,3780.8039,2025-03-27 10:13:52,-5342.6904,-79.9975,79222.0,22.00611111111111,discharge,6,0.3956019096424383
2674,恒流放电,00:42:30,22:00:52,-80.0037,66.7708,56.6689,3825.3254,2025-03-27 10:14:22,-5341.9124,-80.0037,79252.0,22.014444444444443,discharge,6,0.3943578669594864
2675,恒流放电,00:43:00,22:01:22,-79.9975,66.7559,57.3356,3869.8364,2025-03-27 10:14:52,-5340.3064,-79.9975,79282.0,22.022777777777776,discharge,6,0.39311392068538353
2676,恒流放电,00:43:30,22:01:52,-79.9975,66.741,58.0023,3914.336,2025-03-27 10:15:22,-5339.1145,-79.9975,79312.0,22.031111111111112,discharge,6,0.3918699744112807
2677,恒流放电,00:44:00,22:02:22,-80.0037,66.7187,58.669,3958.8251,2025-03-27 10:15:52,-5337.7442,-80.0037,79342.0,22.039444444444445,discharge,6,0.39062593172832877
2678,恒流放电,00:44:30,22:02:52,-80.0037,66.7113,59.3357,4003.3033,2025-03-27 10:16:22,-5337.1522,-80.0037,79372.0,22.047777777777778,discharge,6,0.38938188904537685
2679,恒流放电,00:45:00,22:03:22,-80.0037,66.6964,60.0024,4047.7721,2025-03-27 10:16:52,-5335.9601,-80.0037,79402.0,22.05611111111111,discharge,6,0.38813784636242493
2680,恒流放电,00:45:30,22:03:52,-80.0037,66.6741,60.6691,4092.2299,2025-03-27 10:17:22,-5334.176,-80.0037,79432.0,22.064444444444444,discharge,6,0.386893803679473
2681,恒流放电,00:46:00,22:04:22,-80.0037,66.6592,61.3358,4136.6786,2025-03-27 10:17:52,-5332.984,-80.0037,79462.0,22.072777777777777,discharge,6,0.3856497609965211
2682,恒流放电,00:46:30,22:04:52,-80.0037,66.6517,62.0025,4181.1167,2025-03-27 10:18:22,-5332.3839,-80.0037,79492.0,22.08111111111111,discharge,6,0.3844057183135692
2683,恒流放电,00:47:00,22:05:22,-80.0037,66.6294,62.6692,4225.5421,2025-03-27 10:18:52,-5330.5999,-80.0037,79522.0,22.089444444444446,discharge,6,0.38316167563061726
2684,恒流放电,00:47:30,22:05:52,-80.0099,66.6145,63.3358,4269.9588,2025-03-27 10:19:22,-5329.8208,-80.0099,79552.0,22.09777777777778,discharge,6,0.3819175365388163
2685,恒流放电,00:48:00,22:06:22,-80.0037,66.5997,64.0025,4314.3652,2025-03-27 10:19:52,-5328.2238,-80.0037,79582.0,22.10611111111111,discharge,6,0.3806734938558644
2686,恒流放电,00:48:30,22:06:52,-79.9975,66.5848,64.6692,4358.7622,2025-03-27 10:20:22,-5326.6189,-79.9975,79612.0,22.114444444444445,discharge,6,0.37942954758176156
2687,恒流放电,00:49:00,22:07:22,-79.9975,66.5699,65.3359,4403.1483,2025-03-27 10:20:52,-5325.4269,-79.9975,79642.0,22.122777777777777,discharge,6,0.3781856013076587
2688,恒流放电,00:49:30,22:07:52,-80.0099,66.555,66.0026,4447.5245,2025-03-27 10:21:22,-5325.0602,-80.0099,79672.0,22.13111111111111,discharge,6,0.3769414622158578
2689,恒流放电,00:50:00,22:08:22,-80.0037,66.5401,66.6693,4491.8902,2025-03-27 10:21:52,-5323.4555,-80.0037,79702.0,22.139444444444443,discharge,6,0.37569741953290586
2690,恒流放电,00:50:30,22:08:52,-79.9975,66.5252,67.336,4536.2435,2025-03-27 10:22:22,-5321.851,-79.9975,79732.0,22.147777777777776,discharge,6,0.374453473258803
2691,恒流放电,00:51:00,22:09:22,-80.0037,66.5104,68.0027,4580.5885,2025-03-27 10:22:52,-5321.0794,-80.0037,79762.0,22.156111111111112,discharge,6,0.3732094305758511
2692,恒流放电,00:51:30,22:09:52,-80.0099,66.4955,68.6693,4624.9239,2025-03-27 10:23:22,-5320.2996,-80.0099,79792.0,22.164444444444445,discharge,6,0.37196529148405016
2693,恒流放电,00:52:00,22:10:22,-80.0099,66.4732,69.336,4669.2489,2025-03-27 10:23:52,-5318.5154,-80.0099,79822.0,22.172777777777778,discharge,6,0.37072115239224923
2694,恒流放电,00:52:30,22:10:52,-79.9975,66.4657,70.0027,4713.5632,2025-03-27 10:24:22,-5317.0912,-79.9975,79852.0,22.18111111111111,discharge,6,0.3694772061181464
2695,恒流放电,00:53:00,22:11:22,-80.0037,66.4434,70.6694,4757.8677,2025-03-27 10:24:52,-5315.7192,-80.0037,79882.0,22.189444444444444,discharge,6,0.36823316343519447
2696,恒流放电,00:53:30,22:11:52,-80.0099,66.4285,71.3361,4802.1617,2025-03-27 10:25:22,-5314.939,-80.0099,79912.0,22.197777777777777,discharge,6,0.36698902434339353
2697,恒流放电,00:54:00,22:12:22,-79.9913,66.4136,72.0028,4846.4451,2025-03-27 10:25:52,-5312.5115,-79.9913,79942.0,22.20611111111111,discharge,6,0.3657451744781397
2698,恒流放电,00:54:30,22:12:52,-79.9975,66.3988,72.6695,4890.719,2025-03-27 10:26:22,-5311.7393,-79.9975,79972.0,22.214444444444446,discharge,6,0.36450122820403685
2699,恒流放电,00:55:00,22:13:22,-80.0037,66.3839,73.3362,4934.9813,2025-03-27 10:26:52,-5310.9589,-80.0037,80002.0,22.22277777777778,discharge,6,0.36325718552108494
2700,恒流放电,00:55:30,22:13:52,-79.9975,66.369,74.0029,4979.2334,2025-03-27 10:27:22,-5309.3554,-79.9975,80032.0,22.23111111111111,discharge,6,0.3620132392469821
2701,恒流放电,00:56:00,22:14:22,-80.0099,66.3467,74.6696,5023.4738,2025-03-27 10:27:52,-5308.3942,-80.0099,80062.0,22.239444444444445,discharge,6,0.36076910015518115
2702,恒流放电,00:56:30,22:14:52,-79.9975,66.3392,75.3363,5067.7045,2025-03-27 10:28:22,-5306.9715,-79.9975,80092.0,22.247777777777777,discharge,6,0.3595251538810783
2703,恒流放电,00:57:00,22:15:22,-79.9975,66.3169,76.003,5111.9245,2025-03-27 10:28:52,-5305.1875,-79.9975,80122.0,22.25611111111111,discharge,6,0.35828120760697546
2704,恒流放电,00:57:30,22:15:52,-80.0037,66.302,76.6697,5156.1336,2025-03-27 10:29:22,-5304.4066,-80.0037,80152.0,22.264444444444443,discharge,6,0.35703716492402354
2705,恒流放电,00:58:00,22:16:22,-79.9975,66.2872,77.3364,5200.3304,2025-03-27 10:29:52,-5302.8116,-79.9975,80182.0,22.272777777777776,discharge,6,0.3557932186499207
2706,恒流放电,00:58:30,22:16:52,-80.0037,66.2723,78.0031,5244.5195,2025-03-27 10:30:22,-5302.0305,-80.0037,80212.0,22.281111111111112,discharge,6,0.3545491759669688
2707,恒流放电,00:59:00,22:17:22,-80.0037,66.2574,78.6698,5288.6977,2025-03-27 10:30:52,-5300.8385,-80.0037,80242.0,22.289444444444445,discharge,6,0.35330513328401686
2708,恒流放电,00:59:30,22:17:52,-80.0099,66.2351,79.3365,5332.8657,2025-03-27 10:31:22,-5299.4651,-80.0099,80272.0,22.297777777777778,discharge,6,0.3520609941922159
2709,恒流放电,01:00:00,22:18:22,-80.0037,66.2276,80.0032,5377.0242,2025-03-27 10:31:52,-5298.4544,-80.0037,80302.0,22.30611111111111,discharge,6,0.350816951509264
2710,恒流放电,01:00:30,22:18:52,-80.0037,66.2127,80.6699,5421.1714,2025-03-27 10:32:22,-5297.2623,-80.0037,80332.0,22.314444444444444,discharge,6,0.3495729088263121
2711,恒流放电,01:01:00,22:19:22,-80.0037,66.1904,81.3366,5465.3099,2025-03-27 10:32:52,-5295.4782,-80.0037,80362.0,22.322777777777777,discharge,6,0.34832886614336017
2712,恒流放电,01:01:30,22:19:52,-80.0037,66.183,82.0032,5509.4378,2025-03-27 10:33:22,-5294.8862,-80.0037,80392.0,22.33111111111111,discharge,6,0.34708482346040825
2713,恒流放电,01:02:00,22:20:22,-80.0037,66.1681,82.6699,5553.5541,2025-03-27 10:33:52,-5293.6941,-80.0037,80422.0,22.339444444444446,discharge,6,0.34584078077745634
